titulo	numero_expediente	tipo_contrato	estado_licitacion	importe_licitacion	valor_estimado_contrato	fecha_limite_presentacion	organo_contratacion	enlace	codigo_cpv	procedimiento_contratacion	forma_presentacion	duracion_contrato	financiacion_ue	fecha_formalizacion	sistema_contratacion	tramitacion	descripcion	pdf	fuente	fecha_proceso	provincia_ejecucion	comunidad_autonoma_ejecucion	topicos_lda	clasificacion	palabras_tecnologicas_detectadas	palabras_descartadas_detectadas
AM DE SERVICIOS DE DESARROLLO Y EVOLUCIÓN DE LOS SISTEMAS DE INFORMACIÓN	CONTR 2025 0000156038	Servicios	Publicada	0.0	930000000.0	2025-07-15	Agencia Digital de Andalucía	https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc-front-publico/perfiles-licitaciones/detalle-licitacion?idExpediente=829662	72222300-0 Servicios de tecnología de la información	Abierto	Electrónica	Ver lotes	NotFound	2100-12-31	Acuerdo marco	Ordinario	Servicios de Desarrollo y Evolución de los Sistemas de Información en las distintas áreas de actividad de la Junta de Andalucía	and_pliego_prescripciones_306254.pdf	Andalucía	2025-07-10	Sevilla	Andalucia	servicio, gestion, sistema, contrato, informacion, digital, desarrollo, proyecto, verificacion, basado (1.0)	Tecnológica	software, crm, tecnologia, datos, inteligencia_artificial, machine_learning, etl, virtualizacion, cloud, nube, ciberseguridad, automatizacion	infraestructura, eventos, seguro
UPPS_ALQUILER MAQUINARIA SIN CONDUCTOR USO PUBLICO JAEN, CÓRDOBA Y SEVILLA	CONTR 2025 0000312745	Suministros	Publicada	15727.5	37746.0	2025-06-26	Agencia de Medio Ambiente y Agua de Andalucía	https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc-front-publico/perfiles-licitaciones/detalle-licitacion?idExpediente=830533	16600000-1 Maquinaria agrícola o forestal especializada	Abierto simplificado abreviado	Electrónica	12 meses	NotFound	2100-12-31	NotFound	Ordinario	SUMINISTRO DE ALQUILER DE MAQUINARIA SIN CONDUCTOR PARA LIMPIEZA Y MANTENIMIENTO DE EQUIPAMIENTOS DE USO PUBLICO EN LAS PROVINCIAS DE JAÉN, CÓRDOBA Y SEVILLA.	and_pliego_prescripciones_306690.pdf	Andalucía	2025-07-10	Andalucia	Andalucia	jaen, agencia, sendero, sierra, villa, cazor él, gura, trabajo, sas, recreativo (1.0)	No tecnológica		reparacion, seguro
CONTRATO DE SUMINISTRO, EN LA MODALIDAD DE ARRENDAMIENTO SIN OPCIÓN DE COMP	CONTR 2025 0000388437	Suministros	Publicada	10767.36	10767.36	2025-07-16	Delegación del Gobierno de la Junta de Andalucía en Huelva	https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc-front-publico/perfiles-licitaciones/detalle-licitacion?idExpediente=832693	34111200-0 Automóviles de turismo34115200-8 Vehículos de motor para el transporte de menos de diez personas	Abierto simplificado abreviado	Electrónica	12 meses	NotFound	2100-12-31	NotFound	Ordinario	SUMINISTRO DE UN VEHÍCULO TURISMO NUEVO EN RÉGIMEN DE ARRENDAMIENTO SIN OPCIÓN DE COMPRA QUE PERMITA A LA PERSONA TITULAR DE LA DELEGACIÓN DEL GOBIERNO DESARROLLAR SUS FUNCIONES Y ACUDIR A TODOS AQUELLOS ACTOS EN LOS QUE SE REQUIERA SU PRESENCIA.	and_pliego_prescripciones_312685.pdf	Andalucía	2025-07-10	Huelva	Andalucia	vehiculo, contrato, debera, gobierno, delegacion, huelva, sustitucion, adjudicatario, minimo, asistencia (1.0)	No tecnológica		reparacion, seguro
GGI0323OSV0 Mantenimiento de equipamiento infraestructura TIC AOPJA	CONTR 2025 0000271690	Servicios	Publicada	9100.0	9100.0	2025-07-15	Agencia de Obra Pública de la Junta de Andalucía (AOPJA)	https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc-front-publico/perfiles-licitaciones/detalle-licitacion?idExpediente=832754	50312610-4 Mantenimiento de equipo de tecnología de la información	Abierto simplificado abreviado	Electrónica	Ver lotes	NotFound	2100-12-31	NotFound	Ordinario	GGI0323OSV0 Servicios de mantenimiento de equipamiento de la infraestructura TIC de la Agencia de Obra Pública de la Junta de Andalucía	and_pliego_prescripciones_312754.pdf	Andalucía	2025-07-10	Sevilla	Andalucia	andalucia, trabajo, junto, servicio, mantenimiento, informacion, adjudicatario, contrato, sistema, infraestructura (1.0)	Tecnológica	software, tecnologia	infraestructura, seguro
SUMINISTRO DE MATERIAL DE ELECTRICIDAD PARA LA DHTOPC	CONTR 2025 0000366967	Suministros	Publicada	10000.0	22000.0	2025-06-24	Delegación Territorial de Agricultura, Pesca, Agua y Desarrollo Rural en Huelva	https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc-front-publico/perfiles-licitaciones/detalle-licitacion?idExpediente=830516	09310000-5 Electricidad	Abierto simplificado abreviado	Electrónica	6 meses	NotFound	2100-12-31	NotFound	Ordinario	SUMINISTRO DE MATERIAL DE ELECTRICIDAD NO INVENTARIABLE PARA LA DIRECCIÓN DE EXPLOTACION DE LA DEMARCACIÓN HIDROGRÁFICA DEL TINTO-ODIEL-PIEDRAS Y CHANZA DE LA D.T. DE AGRICULTURA, PESCA, AGUA Y DESARROLLO RURAL EN HUELVA	and_pliego_prescripciones_306640.pdf	Andalucía	2025-07-10	Huelva	Andalucia	elec, unidad, negro, cable, maneta, residencial, led, magnetoterm, prof, enchufe (1.0)	No tecnológica		bar, alimentacion
Suministro equipos calibrador COV¿s para LARCA	CONTR 2025 0000310386	Suministros	Publicada	18000.0	18000.0	2025-06-30	Agencia de Medio Ambiente y Agua de Andalucía	https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc-front-publico/perfiles-licitaciones/detalle-licitacion?idExpediente=831071	31682210-5 Equipo de instrumentación y control	Abierto simplificado abreviado	Electrónica	6 meses	NotFound	2100-12-31	NotFound	Ordinario	Suministro de equipo calibrador de compuestos orgánicos volátiles para el Laboratorio Andaluz de Referencia de Calidad del Aire (LARCA)	and_pliego_prescripciones_308186.pdf	Andalucía	2025-07-10	Sevilla	Andalucia	agencia, trabajo, empresa, riesgo, prevencion, equipo, deber, actividad, seguridad, adjudicatario (1.0)	Tecnológica	software, automatizacion	reparacion, seguro
Suministro en regimen arrendamiento aseos portátiles EA Munigua	CONTR 2025 0000431085	Suministros	Publicada	3849.43	11548.29	2025-07-15	Agencia Andaluza de Instituciones Culturales	https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc-front-publico/perfiles-licitaciones/detalle-licitacion?idExpediente=832755	44411000-4 Aparatos sanitarios	Abierto simplificado abreviado	Electrónica	12 meses	NotFound	2100-12-31	NotFound	Ordinario	Suministro en regimen arrendamiento de dos aseos portátiles para el EA Munigua	and_pliego_prescripciones_312759.pdf	Andalucía	2025-07-10	Sevilla	Andalucia	contrato, adjudicatario, empresa, patrimonio, cultural, historico, trabajo, suministro, necesario, agencia (1.0)	No tecnológica		reparacion, infraestructura, limpieza, seguro
CONTRATO MIXTO SUM NEUMATICOS Y SERV PARA VCIS, UMMTS Y UNASIF DE INFOCA	CONTR 2025 0000123598	Suministros	Publicada	149300.0	298600.0	2025-07-14	Agencia de Seguridad y Gestión Integral de Emergencias de Andalucía (ASEMA)	https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc-front-publico/perfiles-licitaciones/detalle-licitacion?idExpediente=832366	34350000-5 Neumáticos para vehículos ligeros y para vehículos pesados	Abierto	Electrónica	24 meses	NotFound	2100-12-31	NotFound	Ordinario	CONTRATO MIXTO PARA EL SUMINISTRO DE NEUMÁTICOS Y OTROS SERVICIOS DE TALLER PARA LA FLOTA DE VEHÍCULOS CONTRA INCENDIO (VCIs) Y ESPECIALES (UMMTs y UNASIF), DEL DISPOSITIVO INFOCA	and_pliego_prescripciones_311917.pdf	Andalucía	2025-07-10	Andalucia	Andalucia	trabajo, seguridad, empresa, riesgo, agencia, contrato, factura, prevencion, andalucia, disponer (1.0)	No tecnológica		reparacion, seguro
Soporte técnico para los sistemas de indicadores de emprendimiento implantados en Andalucía Emprende desarrollados con tecnología Microsoft Power BI	2025/045	Servicios	Publicada	8969.64	8969.64	2025-06-25	Fundación Pública Andaluza Andalucía Emprende (en transición)	https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc-front-publico/perfiles-licitaciones/detalle-licitacion?idExpediente=830620	72266000-7 Servicios de consultoría en software	Abierto simplificado abreviado	Electrónica	5 meses	NotFound	2100-12-31	NotFound	Ordinario	Soporte técnico para los sistemas de indicadores de emprendimiento implantados en Andalucía Emprende desarrollados con tecnología Microsoft Power BI	and_pliego_prescripciones_306945.pdf	Andalucía	2025-07-10	Sevilla	Andalucia	dato, andalucia, emprender, sistema, servicio, soporte, documento, codigo, verificacion, acceso (1.0)	Tecnológica	tecnologia, etl, nube, automatizacion	
PGRN- APROVECHAMIENTO CINEGÉTICOS MONTES PÚBLICOS SEVILLA 2025-2030	CONTR 2025 0000134630	Administrativo especial	Publicada	321399.0	321399.0	2025-06-24	Agencia de Medio Ambiente y Agua de Andalucía	https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc-front-publico/perfiles-licitaciones/detalle-licitacion?idExpediente=821746	77600000-6 Servicios relacionados con la caza	Abierto	Electrónica	Ver lotes	NotFound	2100-12-31	NotFound	Ordinario	PGRN-APROVECHAMIENTO CINEGÉTICO EN MONTES PÚBLICOS DE LA PROVINCIA DE SEVILLA MEDIANTE LA ADJUDICACIÓN A TERCEROS, PERÍODO 2025-2030	and_pliego_prescripciones_301955.pdf	Andalucía	2025-07-10	Sevilla	Andalucia	cinegetico, monte, enlace, documentacion, licitacion, aprovechamiento, lote, publico, periodo, prescripción (1.0)	N/S		
Aprovechamiento de madera y biomasa en monte consorciado de Cardeña en la provincia de Córdoba (Garci Gómez CO-20077-CP) mediante enajenación	88/2025/14/ENAMONTPRI/NO	Patrimoniales	Publicada	1280.0	1280.0	2025-07-01	Delegación Territorial de Sostenibilidad y Medio Ambiente en Córdoba	https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc-front-publico/perfiles-licitaciones/detalle-licitacion?idExpediente=831679	03410000-7 Madera	Abierto	Electrónica	Ver lotes	NotFound	2100-12-31	NotFound	Urgencia	Aprovechamiento de madera y biomasa en cargadero, Pinus sp, en el monte consorciado Garci Gómez (CO-20077-CP) en el término municipal de Cardeña. Enajenación tramitada por la Delegación Territorial de Sostenibilidad y Medio Ambiente en Córdoba.	and_pliego_prescripciones_309528.pdf	Andalucía	2025-07-10	Cordoba	Andalucia	persona, documento, codigo, verificacion, contrato, andalucia, electronico, procedimiento, copia, indicar (1.0)	No tecnológica		reparacion
0000381/2025 SUMINISTRO DE TRACTO SUCESIVO Y PRECIOS UNITARIOS DE PRÓTESIS OSTEOARTICULARES PARA MIEMBROS SUPERIORES, MATERIAL DEL GRUPO 04.06 DEL CATÁLOGO DE BIENES Y SERVICIOS DEL SERVICIO ANDALUZ DE SALUD, PARA LOS CENTROS SANITARIOS INTEGRADOS EN LA CENTRAL PROVINCIAL DE COMPRAS DE HUELVA.	CONTR 2025 0000354207	Suministros	Publicada	1368445.31	3831646.89	2025-07-03	Servicio Andaluz de Salud	https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc-front-publico/perfiles-licitaciones/detalle-licitacion?idExpediente=829724	33184100-4 Implantes quirúrgicos	Abierto	Electrónica	Ver lotes	NotFound	2100-12-31	NotFound	Ordinario	SUMINISTRO DE TRACTO SUCESIVO Y PRECIOS UNITARIOS DE PRÓTESIS OSTEOARTICULARES PARA MIEMBROS SUPERIORES, MATERIAL DEL GRUPO 04.06 DEL CATÁLOGO DE BIENES Y SERVICIOS DEL SERVICIO ANDALUZ DE SALUD, PARA LOS CENTROS SANITARIOS INTEGRADOS EN LA CENTRAL PROVINCIAL DE COMPRAS DE HUELVA.	and_pliego_prescripciones_304292.pdf	Andalucía	2025-07-10	Huelva	Andalucia	material, huelva, producto, empresa, deposito, servicio, provincial, compra, central, contrato (1.0)	No tecnológica		seguro
Obras de Conservación del Castillo de Salvatierra	CONTR 2025 0000238805	Obras	Publicada	446062.97	446062.97	2025-07-14	Delegación Territorial de Turismo, Cultura y Deporte en Jaén	https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc-front-publico/perfiles-licitaciones/detalle-licitacion?idExpediente=832281	45212350-4 Edificios de interés histórico o arquitectónico	Abierto simplificado	Electrónica	6 meses	NotFound	2100-12-31	NotFound	Ordinario	Obras de Conservación del Castillo de Salvatierra Cazorla	and_pliego_prescripciones_311408.pdf	Andalucía	2025-07-10	Jaen	Andalucia	obra, martinez, castillo, jaen, tecnica, conservacion, ejecucion, diseno, noelia, prescripción (1.0)	N/S		
Aprovechamiento de madera y biomasa en monte consorciado de Montoro en la provincia de Córdoba (Barco Alto CO-20028-CP) mediante enajenación	77/2025/14/ENAMONTPRI/NO	Patrimoniales	Publicada	16600.0	16600.0	2025-06-30	Delegación Territorial de Sostenibilidad y Medio Ambiente en Córdoba	https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc-front-publico/perfiles-licitaciones/detalle-licitacion?idExpediente=831420	03410000-7 Madera	Abierto	Electrónica	Ver lotes	NotFound	2100-12-31	NotFound	Urgencia	Aprovechamientos de madera y biomasa en cargadero, Pinus sp, en el monte consorciado Barco Alto (CO-20028-CP) en el término municipal de Montoro. Enajenación tramitada por la Delegación Territorial de Sostenibilidad y Medio Ambiente en Córdoba	and_pliego_prescripciones_309399.pdf	Andalucía	2025-07-10	Cordoba	Andalucia	persona, documento, codigo, verificacion, contrato, electronico, andalucia, procedimiento, copia, indicar (1.0)	No tecnológica		reparacion
0000470/2025 SUMINISTRO DE TRACTO SUCESIVO Y POR PRECIO UNITARIO MEDIANTE ACUERDO MARCO DE MATERIAL SANITARIO FUNGIBLE DE NEBULIZACIÓN Y OXIGENOTERAPIA CON DESTINO A LOS CENTROS SANITARIOS DE LA PROVINCIA DE MÁLAGA, PERTENECIENTES AL SERVICIO ANDALUZ DE SALUD	CONTR 2025 0000424745	Suministros	Publicada	1804132.57	2164959.08	2025-07-14	Servicio Andaluz de Salud	https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc-front-publico/perfiles-licitaciones/detalle-licitacion?idExpediente=830758	33141000-0 Productos consumibles médicos no químicos desechables y productos consumibles hematológicos	Abierto	Electrónica	Ver lotes	NotFound	2100-12-31	Acuerdo marco	Ordinario	SUMINISTRO DE TRACTO SUCESIVO Y POR PRECIO UNITARIO MEDIANTE ACUERDO MARCO DE MATERIAL SANITARIO FUNGIBLE DE NEBULIZACIÓN Y OXIGENOTERAPIA CON DESTINO A LOS CENTROS SANITARIOS DE LA PROVINCIA DE MÁLAGA, PERTENECIENTES AL SERVICIO ANDALUZ DE SALUD	and_pliego_prescripciones_307297.pdf	Andalucía	2025-07-10	Malaga	Andalucia	Sin tema	N/S		
SUM RENOVACION LICENCIA SOFTWARE PIX4D PARA PRECES. FOTOG. CON DRON	CONTR 2025 0000323495	Suministros	Publicada	7200.0	7200.0	2025-06-25	Agencia de Medio Ambiente y Agua de Andalucía	https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc-front-publico/perfiles-licitaciones/detalle-licitacion?idExpediente=830443	48328000-3 Paquetes de software de tratamiento de imágenes	Abierto simplificado abreviado	Electrónica	36 meses	NotFound	2100-12-31	NotFound	Ordinario	¿SUMINISTRO DE RENOVACION LICENCIA  DE SOFTWARE PIX4D CLOUD BASIC PARA EL PROCESAMIENTO DE FOTOGRAFIAS AEREAS TOMADAS CON DRON PARA DEPARTAMENTO IDi.¿	and_pliego_prescripciones_306501.pdf	Andalucía	2025-07-10	Sevilla	Andalucia	agencia, contrato, trabajo, riesgo, empresa, prevencion, contratisto, licencia, actividad, verificacion (1.0)	Tecnológica	software, tecnologia, datos, cloud, nube	reparacion, seguro
Suministro material oficina peq.envergadura y papel impresora sedes ATRIAN	CONTR 2025 0000389186	Suministros	Publicada	59561.74	119123.48	2025-07-04	Agencia Tributaria de Andalucía	https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc-front-publico/perfiles-licitaciones/detalle-licitacion?idExpediente=831395	30197000-6 Material de oficina de pequeña envergadura30197630-1 Papel de impresión30197643-5 Papel para fotocopiadora	Abierto simplificado	Electrónica	Ver lotes	NotFound	2100-12-31	NotFound	Ordinario	Suministro de material de oficina de pequeña envergadura y papel de impresora con destino a las sedes adscritas a la ATRIAN	and_pliego_prescripciones_308952.pdf	Andalucía	2025-07-10	Andalucia	Andalucia	articulo, contrato, adjudicatario, suministro, tributario, anexo, agencia, pedido, precio, producto (1.0)	No tecnológica		seguro
SERVICIO PARA EL TRATAMIENTO Y GESTIÓN DE LA DOCUMENTACIÓN DEL AJTM	CONTR 2025 0000331682	Servicios	Publicada	547041.08	1094082.16	2025-07-11	Delegación Territorial de Justicia, Administración Local y Función Pública en Málaga	https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc-front-publico/perfiles-licitaciones/detalle-licitacion?idExpediente=830596	79560000-7 Servicios de archivo92512000-3 Servicios de archivos	Abierto	Electrónica	24 meses	NotFound	2100-12-31	NotFound	Ordinario	SERVICIO PARA EL TRATAMIENTO Y GESTIÓN DE LA DOCUMENTACIÓN DEL ARCHIVO JUDICIAL TERRITORIAL DE MÁLAGA	and_pliego_prescripciones_306896.pdf	Andalucía	2025-07-10	Malaga	Andalucia	archivo, judicial, documentacion, contrato, servicio, personal, dato, responsable, empresa, trabajo (1.0)	Tecnológica	tecnologia, datos	alimentacion, seguro, poliza
SUMINISTRO DE VESTUARIO PERSONAL LABORAL SERVICIOS CENTRALES CEHYFE	CONTR 2025 0000361467	Suministros	Publicada	18441.0	44258.4	2025-06-26	Consejería de Economía, Hacienda y Fondos Europeos. Secretaría General Técnica	https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc-front-publico/perfiles-licitaciones/detalle-licitacion?idExpediente=830536	18110000-3 Indumentaria de trabajo	Abierto simplificado	Electrónica	Ver lotes	NotFound	2100-12-31	NotFound	Ordinario	SUMINISTRO DE VESTUARIO PERSONAL LABORAL SERVICIOS CENTRALES CEHYFE	and_pliego_prescripciones_306981.pdf	Andalucía	2025-07-10	Sevilla	Andalucia	invierno, empresa, adjudicatario, calzado, prenda, caballero, senoro, personal, verano, descripcion (1.0)	No tecnológica		infraestructura, vestuario
Suministro e instalación de 122 Butacas Salón de Actos D.T.	CONTR 2025 0000327122	Suministros	Publicada	103456.03	103456.03	2025-07-07	Delegación Territorial de Desarrollo Educativo y Formación Profesional y de Universidad, Investigación e Innovación en Jaén	https://www.juntadeandalucia.es/haciendayadministracionpublica/apl/pdc-front-publico/perfiles-licitaciones/detalle-licitacion?idExpediente=831700	39110000-6 Asientos, sillas y productos conexos y piezas correspondientes39111200-5 Butacas de teatro	Abierto simplificado	Electrónica	60 días	NotFound	2100-12-31	NotFound	Ordinario	Suministro e instalación de 122 Butacas en el Salón de Actos de la Delegación Territorial de Desarrollo Educativo y Formación Profesional.	and_pliego_prescripciones_309610.pdf	Andalucía	2025-07-10	Jaen	Andalucia	contrato, adjudicatario, instalacion, butaca, montoro, juan, castellano, asiento, suministro, manuel (1.0)	No tecnológica		reparacion, infraestructura, limpieza, mobiliario
Instalación de un ascensor en la Casa do Concello de Camariñas	2025/C003/000002	"Obras
Construcción"	Publicada	60693.2	60693.2	2025-07-15	Junta de Gobierno Local del Ayuntamiento de Camariñas	https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=jyjGJ0T8sumIzo3LHNPGcQ%3D%3D	45213150-Trabajos de construcción de edificios de oficinas., 42416100-Ascensores., 45311000-Trabajos de instalación de cableado y accesorios eléctricos., 45313100-Instalación de ascensores.	Abierto simplificado	Electrónica	NotFound	No hay financiación con fondos de la UE	2100-12-31	No aplica	Ordinaria	Instalación de un ascensor en la Casa do Concello de Camariñas	NotFound	España	2025-07-10	A Coruna (Camarinas)	Galicia	Sin tema	N/S		
El objeto del presente contrato es la prestación del servicio de mantenimiento del software de gestión de cementerios Thanatos	2945/2024 Mantenimiento software	"Servicios
Otros servicios"	Publicada	1960.0	2450.0	2025-07-11	Junta de Gobierno del Ayuntamiento de Monforte del Cid	https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=pZT%2BNScnovgUqXM96WStVA%3D%3D	50324100-Servicios de mantenimiento de sistemas., 48612000-Sistema de gestión de base de datos.	Negociado sin publicidad	Electrónica	NotFound	No hay financiación con fondos de la UE	2100-12-31	No aplica	Ordinaria	El objeto del presente contrato es la prestación del servicio de mantenimiento del software de gestión de cementerios Thanatos	NotFound	España	2025-07-10	Alicante/Alacant	Espana	Sin tema	Tecnológica	software	
El objeto del presente contrato es el suministro, montaje e instalación de equipamiento técnico y tecnológico y mobiliario, así como la retirada de los bienes a los que sustituyen en caso de existir, para dotar varios centros de la Red de Atención Integral para la Violencia de Género para su transformación hacia un nuevo modelo de gestión basado en el fomento de la autonomía y el aumento de la calidad de vida de las usuarias, así como una atención centrada en la persona que permita prestar los servicios que se ofertan en los centros. La contratación que se pretende resulta necesaria para satisfacer las necesidades de equipamiento técnico y tecnológico y de mobiliario para los centros propios de la Red de Atención Integral para la Violencia de Género de la Comunidad de Madrid, a los efectos de una prestación correcta de los servicios, siendo este contrato un elemento idóneo para atender dicha finalidad.	143/2025	Suministros	Publicada	66206.63	-1.0	2025-07-09	Consejería de Familia, Juventud y Asuntos Sociales	https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=N75zLwC51uMkJPJS%2BPS9vg%3D%3D	30231200 Consolas., 30237420 Joysticks., 32320000 Equipo audiovisual y de televisión., 32342000 Altavoces., 38652100 Proyectores., 39113000 Asientos y sillas diversos., 39113100 Sillones., 39113200 Sofás., 39122100 Armarios., 39143100 Muebles de dormitorio., 39143110 Camas y ropa de cama y pasamanería especializada., 39143112 Colchones., 39143123 Mesillas de noche., 39143310 Mesitas bajas., 39713430 Aspiradoras., 39715240 Aparatos eléctricos de calefacción de locales., 39717100 Ventiladores., 39717200 Aparatos de aire acondicionado., 48520000 Paquetes de software multimedia.	Abierto simplificado	Electrónica	NotFound	Asociado al Plan de Recuperacion, Transformacion y Resiliencia	2100-12-31	No aplica	Ordinaria	"El objeto del presente contrato es el suministro, montaje e instalación de
equipamiento técnico y tecnológico y mobiliario, así como la retirada de los bienes a los que
sustituyen en caso de existir, para dotar varios centros de la Red de Atención Integral para
la Violencia de Género para su transformación hacia un nuevo modelo de gestión basado
en el fomento de la autonomía y el aumento de la calidad de vida de las usuarias, así como
una atención centrada en la persona que permita prestar los servicios que se ofertan en los
centros.
La contratación que se pretende resulta necesaria para satisfacer las necesidades de
equipamiento técnico y tecnológico y de mobiliario para los centros propios de la Red de
Atención Integral para la Violencia de Género de la Comunidad de Madrid, a los efectos de
una prestación correcta de los servicios, siendo este contrato un elemento idóneo para
atender dicha finalidad."	esp_pliego_prescripciones_20250701_083416.pdf	España	2025-07-10	Madrid	Espana	suministro, contrato, gestion, recuperacion, necesario, europeo, transformacion, instalacion, material, bién (1.0)	Tecnológica	tecnologia	reparacion, mobiliario, seguro
Suministro y montaje de unos recipientes para el fundido del sebo, para la zona de gradas del Astillero de Navantia Ferrol	5100042458 Recipiente para fundido de basekote	"Suministros
Adquisición"	Publicada	21300.0	21300.0	2025-07-11	Comité de Dirección Corporativo de Navantia S.A., S.M.E.	https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=hCJ6ANwiWS4mMOlAXxDEjw%3D%3D	44611600-Depósitos.	Abierto	Electrónica	NotFound	No hay financiación con fondos de la UE	2100-12-31	No aplica	Ordinaria	Suministro y montaje de unos recipientes para el fundido del sebo, para la zona de gradas del Astillero de Navantia Ferrol	esp_pliego_prescripciones_20250701_083420.pdf	España	2025-07-10	A Coruna	Espana	direccion, navantia, ferrol, postal, espana, eur, fundido, contrato, suministro, oferta (1.0)	N/S		
Ejecución de obras para la reparación del asfaltado de vías de Motril	OBR/ABR/CONTRATACION2025000026	"Obras
Otros acabados de edificios y obras"	Publicada	1861682.94	1861682.94	2025-07-28	Alcaldia del Ayuntamiento de Motril	https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=ZyqEXSaDZ%2FsaF6cS8TCh%2FA%3D%3D	45233252-Trabajos de pavimentación de calles.	Abierto	Electrónica	NotFound	No hay financiación con fondos de la UE	2100-12-31	No aplica	Ordinaria	Ejecución de obras para la reparación del asfaltado de vías de Motril	esp_pliego_prescripciones_20250701_083424.pdf	España	2025-07-10	Granada	Espana	motril, contrato, criterio, cantidad, calle, oferta, electronico, ejecucion, maximo, tecnico (1.0)	No tecnológica		pavimentacion, reparacion, eventos
Contratación del suministro, instalación, puesta en marcha, y mantenimiento de diverso equipamiento informático para la Sociedad Estatal Correos y Telégrafos S.A., S.M.E.	AI250010	"Suministros
Adquisición"	Publicada	5000000.0	7250000.0	2100-12-31	Consejo de Administración-Comité de Inversiones de la Sociedad Estatal Correos y Telégrafos S.A	https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=a%2BcQPdhxSF1q1DdmE7eaXg%3D%3D	NotFound	Restringido	Electrónica	NotFound	No hay financiación con fondos de la UE	2100-12-31	NotFound	Ordinaria	Contratación del suministro, instalación, puesta en marcha, y mantenimiento de diverso equipamiento informático para la Sociedad Estatal Correos y Telégrafos S.A., S.M.E.	esp_pliego_prescripciones_20250701_083428.pdf	España	2025-07-10	Madrid	Comunidad De Madrid	electronico, contratacion, contrato, madrid, presentacion, estatal, postal, telegrafo, sociedad, correos (1.0)	N/S		
Mantenimiento de las máquinas de manipulado de sobres y de la guillotina de la Dirección Provincial del INSS de Barcelona.	08/VC-187/25 (reg.31/25)	"Servicios
Servicios de mantenimiento y reparación"	Publicada	5415.0	11913.0	2025-07-14	INSS-Dirección provincial de Barcelona	https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=dX805oifb61eKgd8LfVV9g%3D%3D	50000000-Servicios de reparación y mantenimiento., 50310000-Mantenimiento y reparación de máquinas de oficina.	Abierto simplificado	Electrónica	NotFound	No hay financiación con fondos de la UE	2100-12-31	No aplica	Ordinaria	Mantenimiento de las máquinas de manipulado de sobres y de la guillotina de la Dirección Provincial del INSS de Barcelona.	esp_pliego_prescripciones_20250701_083432.pdf	España	2025-07-10	Barcelona	Cataluna	barcelona, mantenimiento, eur, direccion, contrato, oferta, reparacion, ejecucion, electronico, provincial (1.0)	No tecnológica		reparacion
Contracte de subministrament d’EPI i vestuari de treball per a les persones participants en els programes del Servei Impuls per l’any 2025	2025/10888M	Suministros	Publicada	53363.26	58699.58	2025-07-15	Ajuntament de Badalona	https://contrataciondelestado.es/wps/poc?uri=deeplink:detalle_licitacion&idEvl=Ew6VYhS7TSG7JOCXkOhcDg%3D%3D	18143000 Indumentaria de protección., 18222000 Indumentaria corporativa.	Otros	Electrónica	NotFound	No hay financiación con fondos de la UE	2100-12-31	No aplica	Ordinaria	Contracte de subministrament d’EPI i vestuari de treball per a les persones participants en els programes del Servei Impuls per l’any 2025	esp_pliego_prescripciones_20250701_083457.pdf	España	2025-07-10	Barcelona	Espana	per, amb, contracte, epi, lot, dels, document, lcsp, daquest, proteccio (1.0)	N/S		
